,zipcode,median_household_income,majority_num_contams,mean_num_contams,median_num_contams,num_served,num_contams_exceeding_guidelines,util_name
364,21675,41607.0,4,4.0,4.0,19933,"[5, 5, 4, 2, 2, 4, 1, 5, 6, 6, 4]","['Bay Country Mobile Home Park', 'Bonnie Brook', 'City of Cambridge', 'Dorchester Country Estates Mobile Home Park', 'Heritage Mobile Home Park', 'Lodgecliffe Distribution System', 'Reliance Mobile Home Park', 'Town of East New Market', 'Town of Hurlock', 'Town of Secretary', 'Town of Vienna']"
365,21676,100500.0,7,3.5555555555555554,3.0,21521,"[2, 7, 1, 7, 1, 0, 6, 3, 5]","['Claiborne', 'Easton Utilities', 'Fosters Mobile Home Park', 'Martingham Utilities Cooperative', 'Swann Haven Mobile Home Park', nan, 'Town of Oxford', 'Town of St. Michaels', 'Town of Trappe']"
366,21677,59453.0,4,4.0,4.0,19933,"[5, 5, 4, 2, 2, 4, 1, 5, 6, 6, 4]","['Bay Country Mobile Home Park', 'Bonnie Brook', 'City of Cambridge', 'Dorchester Country Estates Mobile Home Park', 'Heritage Mobile Home Park', 'Lodgecliffe Distribution System', 'Reliance Mobile Home Park', 'Town of East New Market', 'Town of Hurlock', 'Town of Secretary', 'Town of Vienna']"
367,21678,57917.0,9,4.583333333333333,5.0,11455,"[2, 5, 6, 1, 4, 5, 3, 9, 6, 5, 5, 4]","['Angelica Nurseries - Nursery View', 'Edesville', 'Fairlee', 'Hilltop Trailer Park', 'Kennedyville', 'Millington Distribution System', 'Town of Betterton', 'Town of Chestertown', 'Town of Galena', 'Town of Millington', 'Town of Rock Hall', 'Worton']"
368,21679,0.0,7,3.269230769230769,3.0,36380,"[0, 1, 1, 0, 5, 2, 3, 7, 1, 3, 5, 7, 3, 0, 5, 3, 3, 5, 1, 0, 4, 6, 7, 3, 5, 5]","['Bayside-queenslanding', 'Bayview At Kent Narrows', 'Beach Harbor', 'Bridge Pointe-kent Island Village', 'Church Hill Condo Inc. (the Pond)', 'Claiborne', 'Eastern Pre-release Unit', 'Easton Utilities', 'Fosters Mobile Home Park', 'Fox Run Condominiums Inc.', 'Grasonville', 'Martingham Utilities Cooperative', 'Oyster Cove', 'Pine Springs Mobile Home Park', 'Piney Creek Corporation', 'Prospect Bay', 'Riverside Complex', 'Stevensville', 'Swann Haven Mobile Home Park', nan, 'Town of Centreville', 'Town of Oxford', 'Town of Queenstown', 'Town of St. Michaels', 'Town of Sudlersville', 'Town of Trappe']"
369,21701,90531.0,9,8.2,8.0,126852,"[9, 9, 8, 8, 7]","['City of Frederick', 'New Design - Frederick County', 'Town of Walkersville', 'Fort Detrick', 'City of Brunswick']"
370,21702,92267.0,9,8.2,8.0,126852,"[9, 9, 8, 8, 7]","['City of Frederick', 'New Design - Frederick County', 'Town of Walkersville', 'Fort Detrick', 'City of Brunswick']"
371,21703,96906.0,9,8.2,8.0,126852,"[9, 9, 8, 8, 7]","['City of Frederick', 'New Design - Frederick County', 'Town of Walkersville', 'Fort Detrick', 'City of Brunswick']"
372,21704,152330.0,9,8.2,8.0,126852,"[9, 9, 8, 8, 7]","['City of Frederick', 'New Design - Frederick County', 'Town of Walkersville', 'Fort Detrick', 'City of Brunswick']"
373,21705,0.0,9,8.2,8.0,126852,"[9, 9, 8, 8, 7]","['City of Frederick', 'New Design - Frederick County', 'Town of Walkersville', 'Fort Detrick', 'City of Brunswick']"
374,21710,140769.0,9,8.2,8.0,126852,"[9, 9, 8, 8, 7]","['City of Frederick', 'New Design - Frederick County', 'Town of Walkersville', 'Fort Detrick', 'City of Brunswick']"
375,21711,81776.0,9,6.611111111111111,7.0,105181,"[5, 8, 8, 8, 9, 3, 2, 7, 7, 7, 5, 4, 7, 9, 5, 7, 9, 9]","['Boonsboro - Keedysville', 'Brook Lane Health Services', 'Cascade Town Center (fort Ritchie)', ""Cedar Ridge Children's Home & School"", 'City of Hagerstown', 'El Rancho Mobile Home Park', 'Elk Ridge Lake', 'Fahrney-keedy Senior Living Community', 'Highfield', 'Mount Aetna', 'Saint James School', 'Sandy Hook', 'Town of Clear Spring', 'Town of Funkstown Distribution System', 'Town of Hancock', 'Town of Sharpsburg', 'Town of Smithsburg Distribution System', 'Town of Williamsport Distribution System']"
376,21713,98472.0,9,6.611111111111111,7.0,105181,"[5, 8, 8, 8, 9, 3, 2, 7, 7, 7, 5, 4, 7, 9, 5, 7, 9, 9]","['Boonsboro - Keedysville', 'Brook Lane Health Services', 'Cascade Town Center (fort Ritchie)', ""Cedar Ridge Children's Home & School"", 'City of Hagerstown', 'El Rancho Mobile Home Park', 'Elk Ridge Lake', 'Fahrney-keedy Senior Living Community', 'Highfield', 'Mount Aetna', 'Saint James School', 'Sandy Hook', 'Town of Clear Spring', 'Town of Funkstown Distribution System', 'Town of Hancock', 'Town of Sharpsburg', 'Town of Smithsburg Distribution System', 'Town of Williamsport Distribution System']"
377,21714,164020.0,9,8.2,8.0,126852,"[9, 9, 8, 8, 7]","['City of Frederick', 'New Design - Frederick County', 'Town of Walkersville', 'Fort Detrick', 'City of Brunswick']"
378,21715,0.0,9,6.611111111111111,7.0,105181,"[5, 8, 8, 8, 9, 3, 2, 7, 7, 7, 5, 4, 7, 9, 5, 7, 9, 9]","['Boonsboro - Keedysville', 'Brook Lane Health Services', 'Cascade Town Center (fort Ritchie)', ""Cedar Ridge Children's Home & School"", 'City of Hagerstown', 'El Rancho Mobile Home Park', 'Elk Ridge Lake', 'Fahrney-keedy Senior Living Community', 'Highfield', 'Mount Aetna', 'Saint James School', 'Sandy Hook', 'Town of Clear Spring', 'Town of Funkstown Distribution System', 'Town of Hancock', 'Town of Sharpsburg', 'Town of Smithsburg Distribution System', 'Town of Williamsport Distribution System']"
379,21716,87134.0,9,8.2,8.0,126852,"[9, 9, 8, 8, 7]","['City of Frederick', 'New Design - Frederick County', 'Town of Walkersville', 'Fort Detrick', 'City of Brunswick']"
380,21717,0.0,9,8.2,8.0,126852,"[9, 9, 8, 8, 7]","['City of Frederick', 'New Design - Frederick County', 'Town of Walkersville', 'Fort Detrick', 'City of Brunswick']"
381,21718,64375.0,9,8.2,8.0,126852,"[9, 9, 8, 8, 7]","['City of Frederick', 'New Design - Frederick County', 'Town of Walkersville', 'Fort Detrick', 'City of Brunswick']"
382,21719,76719.0,9,8.6,9.0,207540,"[9, 9, 9, 8, 8]","['City of Hagerstown', 'City of Frederick', 'New Design - Frederick County', 'Town of Walkersville', 'Fort Detrick']"
383,21722,78592.0,9,6.611111111111111,7.0,105181,"[5, 8, 8, 8, 9, 3, 2, 7, 7, 7, 5, 4, 7, 9, 5, 7, 9, 9]","['Boonsboro - Keedysville', 'Brook Lane Health Services', 'Cascade Town Center (fort Ritchie)', ""Cedar Ridge Children's Home & School"", 'City of Hagerstown', 'El Rancho Mobile Home Park', 'Elk Ridge Lake', 'Fahrney-keedy Senior Living Community', 'Highfield', 'Mount Aetna', 'Saint James School', 'Sandy Hook', 'Town of Clear Spring', 'Town of Funkstown Distribution System', 'Town of Hancock', 'Town of Sharpsburg', 'Town of Smithsburg Distribution System', 'Town of Williamsport Distribution System']"
384,21723,247284.0,3,4.0,3.0,247485,"[3, 3, 6]","['Howard County Department of Public Works', ""Lutheran Village At Miller's Grant"", 'Villas At Cattail Creek']"
385,21727,77845.0,9,8.2,8.0,126852,"[9, 9, 8, 8, 7]","['City of Frederick', 'New Design - Frederick County', 'Town of Walkersville', 'Fort Detrick', 'City of Brunswick']"
386,21733,87198.0,9,6.611111111111111,7.0,105181,"[5, 8, 8, 8, 9, 3, 2, 7, 7, 7, 5, 4, 7, 9, 5, 7, 9, 9]","['Boonsboro - Keedysville', 'Brook Lane Health Services', 'Cascade Town Center (fort Ritchie)', ""Cedar Ridge Children's Home & School"", 'City of Hagerstown', 'El Rancho Mobile Home Park', 'Elk Ridge Lake', 'Fahrney-keedy Senior Living Community', 'Highfield', 'Mount Aetna', 'Saint James School', 'Sandy Hook', 'Town of Clear Spring', 'Town of Funkstown Distribution System', 'Town of Hancock', 'Town of Sharpsburg', 'Town of Smithsburg Distribution System', 'Town of Williamsport Distribution System']"
387,21734,38235.0,9,6.611111111111111,7.0,105181,"[5, 8, 8, 8, 9, 3, 2, 7, 7, 7, 5, 4, 7, 9, 5, 7, 9, 9]","['Boonsboro - Keedysville', 'Brook Lane Health Services', 'Cascade Town Center (fort Ritchie)', ""Cedar Ridge Children's Home & School"", 'City of Hagerstown', 'El Rancho Mobile Home Park', 'Elk Ridge Lake', 'Fahrney-keedy Senior Living Community', 'Highfield', 'Mount Aetna', 'Saint James School', 'Sandy Hook', 'Town of Clear Spring', 'Town of Funkstown Distribution System', 'Town of Hancock', 'Town of Sharpsburg', 'Town of Smithsburg Distribution System', 'Town of Williamsport Distribution System']"
388,21737,250000.0,3,4.0,3.0,247485,"[3, 3, 6]","['Howard County Department of Public Works', ""Lutheran Village At Miller's Grant"", 'Villas At Cattail Creek']"
389,21738,230250.0,3,4.0,3.0,247485,"[3, 3, 6]","['Howard County Department of Public Works', ""Lutheran Village At Miller's Grant"", 'Villas At Cattail Creek']"
390,21740,52065.0,9,6.611111111111111,7.0,105181,"[5, 8, 8, 8, 9, 3, 2, 7, 7, 7, 5, 4, 7, 9, 5, 7, 9, 9]","['Boonsboro - Keedysville', 'Brook Lane Health Services', 'Cascade Town Center (fort Ritchie)', ""Cedar Ridge Children's Home & School"", 'City of Hagerstown', 'El Rancho Mobile Home Park', 'Elk Ridge Lake', 'Fahrney-keedy Senior Living Community', 'Highfield', 'Mount Aetna', 'Saint James School', 'Sandy Hook', 'Town of Clear Spring', 'Town of Funkstown Distribution System', 'Town of Hancock', 'Town of Sharpsburg', 'Town of Smithsburg Distribution System', 'Town of Williamsport Distribution System']"
391,21742,73397.0,9,6.611111111111111,7.0,105181,"[5, 8, 8, 8, 9, 3, 2, 7, 7, 7, 5, 4, 7, 9, 5, 7, 9, 9]","['Boonsboro - Keedysville', 'Brook Lane Health Services', 'Cascade Town Center (fort Ritchie)', ""Cedar Ridge Children's Home & School"", 'City of Hagerstown', 'El Rancho Mobile Home Park', 'Elk Ridge Lake', 'Fahrney-keedy Senior Living Community', 'Highfield', 'Mount Aetna', 'Saint James School', 'Sandy Hook', 'Town of Clear Spring', 'Town of Funkstown Distribution System', 'Town of Hancock', 'Town of Sharpsburg', 'Town of Smithsburg Distribution System', 'Town of Williamsport Distribution System']"
392,21746,0.0,9,6.611111111111111,7.0,105181,"[5, 8, 8, 8, 9, 3, 2, 7, 7, 7, 5, 4, 7, 9, 5, 7, 9, 9]","['Boonsboro - Keedysville', 'Brook Lane Health Services', 'Cascade Town Center (fort Ritchie)', ""Cedar Ridge Children's Home & School"", 'City of Hagerstown', 'El Rancho Mobile Home Park', 'Elk Ridge Lake', 'Fahrney-keedy Senior Living Community', 'Highfield', 'Mount Aetna', 'Saint James School', 'Sandy Hook', 'Town of Clear Spring', 'Town of Funkstown Distribution System', 'Town of Hancock', 'Town of Sharpsburg', 'Town of Smithsburg Distribution System', 'Town of Williamsport Distribution System']"
393,21750,47652.0,9,6.611111111111111,7.0,105181,"[5, 8, 8, 8, 9, 3, 2, 7, 7, 7, 5, 4, 7, 9, 5, 7, 9, 9]","['Boonsboro - Keedysville', 'Brook Lane Health Services', 'Cascade Town Center (fort Ritchie)', ""Cedar Ridge Children's Home & School"", 'City of Hagerstown', 'El Rancho Mobile Home Park', 'Elk Ridge Lake', 'Fahrney-keedy Senior Living Community', 'Highfield', 'Mount Aetna', 'Saint James School', 'Sandy Hook', 'Town of Clear Spring', 'Town of Funkstown Distribution System', 'Town of Hancock', 'Town of Sharpsburg', 'Town of Smithsburg Distribution System', 'Town of Williamsport Distribution System']"
394,21754,152216.0,9,8.2,8.0,126852,"[9, 9, 8, 8, 7]","['City of Frederick', 'New Design - Frederick County', 'Town of Walkersville', 'Fort Detrick', 'City of Brunswick']"
395,21755,113631.0,9,8.2,8.0,126852,"[9, 9, 8, 8, 7]","['City of Frederick', 'New Design - Frederick County', 'Town of Walkersville', 'Fort Detrick', 'City of Brunswick']"
396,21756,95500.0,9,6.611111111111111,7.0,105181,"[5, 8, 8, 8, 9, 3, 2, 7, 7, 7, 5, 4, 7, 9, 5, 7, 9, 9]","['Boonsboro - Keedysville', 'Brook Lane Health Services', 'Cascade Town Center (fort Ritchie)', ""Cedar Ridge Children's Home & School"", 'City of Hagerstown', 'El Rancho Mobile Home Park', 'Elk Ridge Lake', 'Fahrney-keedy Senior Living Community', 'Highfield', 'Mount Aetna', 'Saint James School', 'Sandy Hook', 'Town of Clear Spring', 'Town of Funkstown Distribution System', 'Town of Hancock', 'Town of Sharpsburg', 'Town of Smithsburg Distribution System', 'Town of Williamsport Distribution System']"
397,21757,85862.0,9,9.2,8.5,208956,"[9, 9, 12, 13, 7, 8, 8, 11, 8, 7]","['City of Frederick', 'New Design - Frederick County', 'City of Westminster', 'Freedom District', 'Town of Mount Airy', 'Town of Walkersville', 'Fort Detrick', 'City of Taneytown', 'Town of Hampstead', 'City of Brunswick']"
398,21758,96863.0,9,8.6,9.0,207540,"[9, 9, 9, 8, 8]","['City of Hagerstown', 'City of Frederick', 'New Design - Frederick County', 'Town of Walkersville', 'Fort Detrick']"
399,21762,0.0,9,8.2,8.0,126852,"[9, 9, 8, 8, 7]","['City of Frederick', 'New Design - Frederick County', 'Town of Walkersville', 'Fort Detrick', 'City of Brunswick']"
400,21766,53036.0,7,7.411764705882353,9.0,63234,"[1, 9, 9, 7, 9, 9, 5, 9, 9, 12, 1, 0, 5, 9, 12, 9, 11]","['Barrelville', 'Bel Air - Pinto Distribution System', 'Brophytown Distribution System', 'City of Cumberland', 'City of Frostburg', 'Eastern Region Allegany Distribution System', 'Green Ridge Boys Camp', 'Highland Estates Distribution System', 'Lavale Sanitary Commission', 'Midland-lonaconing', 'Midlothian Water Company', 'Reckley Spring Community Water', 'Rocky Gap Mobile Home Park', 'Southern Region Allegany Distribution System', 'Town of Luke / Newpage Luke Mill', 'Town of Westernport', 'Western Region Allegany Distribution System']"
401,21767,44018.0,9,6.611111111111111,7.0,105181,"[5, 8, 8, 8, 9, 3, 2, 7, 7, 7, 5, 4, 7, 9, 5, 7, 9, 9]","['Boonsboro - Keedysville', 'Brook Lane Health Services', 'Cascade Town Center (fort Ritchie)', ""Cedar Ridge Children's Home & School"", 'City of Hagerstown', 'El Rancho Mobile Home Park', 'Elk Ridge Lake', 'Fahrney-keedy Senior Living Community', 'Highfield', 'Mount Aetna', 'Saint James School', 'Sandy Hook', 'Town of Clear Spring', 'Town of Funkstown Distribution System', 'Town of Hancock', 'Town of Sharpsburg', 'Town of Smithsburg Distribution System', 'Town of Williamsport Distribution System']"
402,21769,130802.0,9,8.6,9.0,207540,"[9, 9, 9, 8, 8]","['City of Hagerstown', 'City of Frederick', 'New Design - Frederick County', 'Town of Walkersville', 'Fort Detrick']"
403,21770,159091.0,9,8.2,8.0,126852,"[9, 9, 8, 8, 7]","['City of Frederick', 'New Design - Frederick County', 'Town of Walkersville', 'Fort Detrick', 'City of Brunswick']"
404,21771,137500.0,6,8.4,8.5,2287294,"[6, 3, 9, 9, 9, 12, 13, 7, 8, 8]","['Washington Suburban Sanitary Commission', 'Howard County Department of Public Works', 'City of Frederick', 'City of Rockville', 'New Design - Frederick County', 'City of Westminster', 'Freedom District', 'Town of Mount Airy', 'Town of Walkersville', 'Fort Detrick']"
405,21773,124414.0,9,8.2,8.0,126852,"[9, 9, 8, 8, 7]","['City of Frederick', 'New Design - Frederick County', 'Town of Walkersville', 'Fort Detrick', 'City of Brunswick']"
406,21774,148512.0,9,8.2,8.0,126852,"[9, 9, 8, 8, 7]","['City of Frederick', 'New Design - Frederick County', 'Town of Walkersville', 'Fort Detrick', 'City of Brunswick']"
407,21776,99359.0,9,9.2,8.5,208956,"[9, 9, 12, 13, 7, 8, 8, 11, 8, 7]","['City of Frederick', 'New Design - Frederick County', 'City of Westminster', 'Freedom District', 'Town of Mount Airy', 'Town of Walkersville', 'Fort Detrick', 'City of Taneytown', 'Town of Hampstead', 'City of Brunswick']"
408,21777,121739.0,9,8.2,8.0,126852,"[9, 9, 8, 8, 7]","['City of Frederick', 'New Design - Frederick County', 'Town of Walkersville', 'Fort Detrick', 'City of Brunswick']"
409,21778,54706.0,9,8.2,8.0,126852,"[9, 9, 8, 8, 7]","['City of Frederick', 'New Design - Frederick County', 'Town of Walkersville', 'Fort Detrick', 'City of Brunswick']"
410,21779,104289.0,9,6.611111111111111,7.0,105181,"[5, 8, 8, 8, 9, 3, 2, 7, 7, 7, 5, 4, 7, 9, 5, 7, 9, 9]","['Boonsboro - Keedysville', 'Brook Lane Health Services', 'Cascade Town Center (fort Ritchie)', ""Cedar Ridge Children's Home & School"", 'City of Hagerstown', 'El Rancho Mobile Home Park', 'Elk Ridge Lake', 'Fahrney-keedy Senior Living Community', 'Highfield', 'Mount Aetna', 'Saint James School', 'Sandy Hook', 'Town of Clear Spring', 'Town of Funkstown Distribution System', 'Town of Hancock', 'Town of Sharpsburg', 'Town of Smithsburg Distribution System', 'Town of Williamsport Distribution System']"
411,21780,57168.0,9,8.6,9.0,207540,"[9, 9, 9, 8, 8]","['City of Hagerstown', 'City of Frederick', 'New Design - Frederick County', 'Town of Walkersville', 'Fort Detrick']"
412,21781,0.0,9,6.611111111111111,7.0,105181,"[5, 8, 8, 8, 9, 3, 2, 7, 7, 7, 5, 4, 7, 9, 5, 7, 9, 9]","['Boonsboro - Keedysville', 'Brook Lane Health Services', 'Cascade Town Center (fort Ritchie)', ""Cedar Ridge Children's Home & School"", 'City of Hagerstown', 'El Rancho Mobile Home Park', 'Elk Ridge Lake', 'Fahrney-keedy Senior Living Community', 'Highfield', 'Mount Aetna', 'Saint James School', 'Sandy Hook', 'Town of Clear Spring', 'Town of Funkstown Distribution System', 'Town of Hancock', 'Town of Sharpsburg', 'Town of Smithsburg Distribution System', 'Town of Williamsport Distribution System']"
413,21782,77929.0,9,6.611111111111111,7.0,105181,"[5, 8, 8, 8, 9, 3, 2, 7, 7, 7, 5, 4, 7, 9, 5, 7, 9, 9]","['Boonsboro - Keedysville', 'Brook Lane Health Services', 'Cascade Town Center (fort Ritchie)', ""Cedar Ridge Children's Home & School"", 'City of Hagerstown', 'El Rancho Mobile Home Park', 'Elk Ridge Lake', 'Fahrney-keedy Senior Living Community', 'Highfield', 'Mount Aetna', 'Saint James School', 'Sandy Hook', 'Town of Clear Spring', 'Town of Funkstown Distribution System', 'Town of Hancock', 'Town of Sharpsburg', 'Town of Smithsburg Distribution System', 'Town of Williamsport Distribution System']"
414,21783,89188.0,9,8.6,9.0,207540,"[9, 9, 9, 8, 8]","['City of Hagerstown', 'City of Frederick', 'New Design - Frederick County', 'Town of Walkersville', 'Fort Detrick']"
415,21784,125497.0,3,5.814814814814815,6.0,342919,"[7, 6, 11, 12, 13, 5, 3, 6, 3, 2, 7, 3, 4, 2, 0, 5, 6, 6, 8, 9, 7, 8, 7, 5, 6, 3, 3]","['Bark Hill', 'Brinton Woods Nursing and Rehab Center', 'City of Taneytown', 'City of Westminster', 'Freedom District', 'Gaither Manor Apartments', 'Howard County Department of Public Works', 'Lakeview Mobile Home Park Llc', ""Lutheran Village At Miller's Grant"", 'Pheasant Ridge Estates', 'Pleasant Valley', 'Pleasant View Nursing Home', 'Reservoir Trailer Park', 'Rockbrook Village Mobile Home Park', 'Springfield Hospital Distribution', 'Sullivans Trailer Court Inc.', 'Taylorsville Mhc, Llc', 'Todd Village Mobile Home Park', 'Town of Hampstead', 'Town of Manchester', 'Town of Mount Airy', 'Town of New Windsor', 'Town of Union Bridge', 'Twin Arch Mobile Home Park', 'Villas At Cattail Creek', 'Wakefield Valley', 'Woodbine Village Mobile Home Park']"
416,21787,77352.0,9,9.2,8.5,208956,"[9, 9, 12, 13, 7, 8, 8, 11, 8, 7]","['City of Frederick', 'New Design - Frederick County', 'City of Westminster', 'Freedom District', 'Town of Mount Airy', 'Town of Walkersville', 'Fort Detrick', 'City of Taneytown', 'Town of Hampstead', 'City of Brunswick']"
417,21788,83988.0,9,8.2,8.0,126852,"[9, 9, 8, 8, 7]","['City of Frederick', 'New Design - Frederick County', 'Town of Walkersville', 'Fort Detrick', 'City of Brunswick']"
418,21790,0.0,9,8.2,8.0,126852,"[9, 9, 8, 8, 7]","['City of Frederick', 'New Design - Frederick County', 'Town of Walkersville', 'Fort Detrick', 'City of Brunswick']"
419,21791,93578.0,9,9.2,8.5,208956,"[9, 9, 12, 13, 7, 8, 8, 11, 8, 7]","['City of Frederick', 'New Design - Frederick County', 'City of Westminster', 'Freedom District', 'Town of Mount Airy', 'Town of Walkersville', 'Fort Detrick', 'City of Taneytown', 'Town of Hampstead', 'City of Brunswick']"
420,21793,108667.0,9,8.2,8.0,126852,"[9, 9, 8, 8, 7]","['City of Frederick', 'New Design - Frederick County', 'Town of Walkersville', 'Fort Detrick', 'City of Brunswick']"
421,21794,171696.0,3,4.0,3.0,247485,"[3, 3, 6]","['Howard County Department of Public Works', ""Lutheran Village At Miller's Grant"", 'Villas At Cattail Creek']"
422,21795,71302.0,9,6.611111111111111,7.0,105181,"[5, 8, 8, 8, 9, 3, 2, 7, 7, 7, 5, 4, 7, 9, 5, 7, 9, 9]","['Boonsboro - Keedysville', 'Brook Lane Health Services', 'Cascade Town Center (fort Ritchie)', ""Cedar Ridge Children's Home & School"", 'City of Hagerstown', 'El Rancho Mobile Home Park', 'Elk Ridge Lake', 'Fahrney-keedy Senior Living Community', 'Highfield', 'Mount Aetna', 'Saint James School', 'Sandy Hook', 'Town of Clear Spring', 'Town of Funkstown Distribution System', 'Town of Hancock', 'Town of Sharpsburg', 'Town of Smithsburg Distribution System', 'Town of Williamsport Distribution System']"
423,21797,146908.0,6,6.1,6.0,2200319,"[7, 6, 9, 11, 12, 13, 5, 3, 6, 3, 2, 7, 3, 4, 2, 0, 5, 6, 6, 8, 9, 7, 8, 11, 7, 5, 6, 3, 6, 3]","['Bark Hill', 'Brinton Woods Nursing and Rehab Center', 'City of Rockville', 'City of Taneytown', 'City of Westminster', 'Freedom District', 'Gaither Manor Apartments', 'Howard County Department of Public Works', 'Lakeview Mobile Home Park Llc', ""Lutheran Village At Miller's Grant"", 'Pheasant Ridge Estates', 'Pleasant Valley', 'Pleasant View Nursing Home', 'Reservoir Trailer Park', 'Rockbrook Village Mobile Home Park', 'Springfield Hospital Distribution', 'Sullivans Trailer Court Inc.', 'Taylorsville Mhc, Llc', 'Todd Village Mobile Home Park', 'Town of Hampstead', 'Town of Manchester', 'Town of Mount Airy', 'Town of New Windsor', 'Town of Poolesville', 'Town of Union Bridge', 'Twin Arch Mobile Home Park', 'Villas At Cattail Creek', 'Wakefield Valley', 'Washington Suburban Sanitary Commission', 'Woodbine Village Mobile Home Park']"
424,21798,94934.0,9,8.2,8.0,126852,"[9, 9, 8, 8, 7]","['City of Frederick', 'New Design - Frederick County', 'Town of Walkersville', 'Fort Detrick', 'City of Brunswick']"
425,21801,60466.0,8,3.857142857142857,4.0,46725,"[3, 1, 5, 8, 3, 4, 2, 4, 3, 2, 1, 1, 4, 4, 2, 7, 6, 4, 9, 8, 0]","['Bennett Mobile Home Park', 'Boh-nak Mobile Home Park', 'City of Fruitland', 'City of Salisbury', 'Colonial Mill Estates Mobile Home Park', 'Country Village Mobile Home Park', 'Gateway Village Mobile Home Park', 'Harbour Light Estates Community', 'Hebron Woods Mobile Home Park', 'Naylor Mill Village Mobile Home Park', 'Oak Ridge Mobile Home Park', 'Oak Terrace Mobile Home Park LLC', 'Pine Tree Mobile Home Park', 'Steeplechase Waterworks', 'Sunset Heights - Plover & Swan Roads', 'Town of Delmar', 'Town of Hebron', 'Town of Pittsville', 'Town of Sharptown', 'Town of Willards', 'Westside Mobile Home Park']"
426,21804,58900.0,8,3.857142857142857,4.0,46725,"[3, 1, 5, 8, 3, 4, 2, 4, 3, 2, 1, 1, 4, 4, 2, 7, 6, 4, 9, 8, 0]","['Bennett Mobile Home Park', 'Boh-nak Mobile Home Park', 'City of Fruitland', 'City of Salisbury', 'Colonial Mill Estates Mobile Home Park', 'Country Village Mobile Home Park', 'Gateway Village Mobile Home Park', 'Harbour Light Estates Community', 'Hebron Woods Mobile Home Park', 'Naylor Mill Village Mobile Home Park', 'Oak Ridge Mobile Home Park', 'Oak Terrace Mobile Home Park LLC', 'Pine Tree Mobile Home Park', 'Steeplechase Waterworks', 'Sunset Heights - Plover & Swan Roads', 'Town of Delmar', 'Town of Hebron', 'Town of Pittsville', 'Town of Sharptown', 'Town of Willards', 'Westside Mobile Home Park']"
427,21810,118537.0,8,3.857142857142857,4.0,46725,"[3, 1, 5, 8, 3, 4, 2, 4, 3, 2, 1, 1, 4, 4, 2, 7, 6, 4, 9, 8, 0]","['Bennett Mobile Home Park', 'Boh-nak Mobile Home Park', 'City of Fruitland', 'City of Salisbury', 'Colonial Mill Estates Mobile Home Park', 'Country Village Mobile Home Park', 'Gateway Village Mobile Home Park', 'Harbour Light Estates Community', 'Hebron Woods Mobile Home Park', 'Naylor Mill Village Mobile Home Park', 'Oak Ridge Mobile Home Park', 'Oak Terrace Mobile Home Park LLC', 'Pine Tree Mobile Home Park', 'Steeplechase Waterworks', 'Sunset Heights - Plover & Swan Roads', 'Town of Delmar', 'Town of Hebron', 'Town of Pittsville', 'Town of Sharptown', 'Town of Willards', 'Westside Mobile Home Park']"
428,21811,79337.0,8,5.2631578947368425,5.0,58509,"[2, 4, 9, 7, 0, 4, 0, 6, 11, 3, 7, 8, 5, 4, 2, 1, 9, 8, 10]","['Bayside Village', 'Bb Apartments (prev Woc Village Apartments)', 'Briddletown Distribution System', 'City of Pocomoke City', nan, 'Delmarva Mobile Home Park', nan, 'Mystic Harbour', 'Nantucket Point(distribution-delaware)', 'Newark', 'Ocean Pines', 'Riddle Farm', 'Riverview Mobile Home Park', 'St. Martins By The Bay', 'Sunset Lakes Mobile Home Park', 'Tom All Apartments', 'Town of Berlin', 'Town of Ocean City', 'Town of Snow Hill']"
429,21813,92813.0,8,5.2631578947368425,5.0,58509,"[2, 4, 9, 7, 0, 4, 0, 6, 11, 3, 7, 8, 5, 4, 2, 1, 9, 8, 10]","['Bayside Village', 'Bb Apartments (prev Woc Village Apartments)', 'Briddletown Distribution System', 'City of Pocomoke City', nan, 'Delmarva Mobile Home Park', nan, 'Mystic Harbour', 'Nantucket Point(distribution-delaware)', 'Newark', 'Ocean Pines', 'Riddle Farm', 'Riverview Mobile Home Park', 'St. Martins By The Bay', 'Sunset Lakes Mobile Home Park', 'Tom All Apartments', 'Town of Berlin', 'Town of Ocean City', 'Town of Snow Hill']"
430,21814,94844.0,8,3.857142857142857,4.0,46725,"[3, 1, 5, 8, 3, 4, 2, 4, 3, 2, 1, 1, 4, 4, 2, 7, 6, 4, 9, 8, 0]","['Bennett Mobile Home Park', 'Boh-nak Mobile Home Park', 'City of Fruitland', 'City of Salisbury', 'Colonial Mill Estates Mobile Home Park', 'Country Village Mobile Home Park', 'Gateway Village Mobile Home Park', 'Harbour Light Estates Community', 'Hebron Woods Mobile Home Park', 'Naylor Mill Village Mobile Home Park', 'Oak Ridge Mobile Home Park', 'Oak Terrace Mobile Home Park LLC', 'Pine Tree Mobile Home Park', 'Steeplechase Waterworks', 'Sunset Heights - Plover & Swan Roads', 'Town of Delmar', 'Town of Hebron', 'Town of Pittsville', 'Town of Sharptown', 'Town of Willards', 'Westside Mobile Home Park']"
